2013-12-27 00:00:00||0||282.675318274||Linear||||||||In onions, Gujarat farmers smell gold||Business Standard||business-standard.com||2014-01-10||ab84175e33635ddb29265621619bfea0||http://www.business-standard.com/article/markets/in-onions-gujarat-farmers-smell-gold-114010901010_1.html||In onions, Gujarat farmers smell gold||Ahmedabad
2013-12-28 00:00:00||0||282.675318274||Linear||||||||In onions, Gujarat farmers smell gold||Business Standard||business-standard.com||2014-01-10||ab84175e33635ddb29265621619bfea0||http://www.business-standard.com/article/markets/in-onions-gujarat-farmers-smell-gold-114010901010_1.html||In onions, Gujarat farmers smell gold||Ahmedabad
2013-12-29 00:00:00||0||282.675318274||Linear||||||||In onions, Gujarat farmers smell gold||Business Standard||business-standard.com||2014-01-10||ab84175e33635ddb29265621619bfea0||http://www.business-standard.com/article/markets/in-onions-gujarat-farmers-smell-gold-114010901010_1.html||In onions, Gujarat farmers smell gold||Ahmedabad
2013-12-30 00:00:00||0||282.675318274||Linear||||||||In onions, Gujarat farmers smell gold||Business Standard||business-standard.com||2014-01-10||ab84175e33635ddb29265621619bfea0||http://www.business-standard.com/article/markets/in-onions-gujarat-farmers-smell-gold-114010901010_1.html||In onions, Gujarat farmers smell gold||Ahmedabad
2013-12-31 00:00:00||0||282.675318274||Linear||||||||In onions, Gujarat farmers smell gold||Business Standard||business-standard.com||2014-01-10||ab84175e33635ddb29265621619bfea0||http://www.business-standard.com/article/markets/in-onions-gujarat-farmers-smell-gold-114010901010_1.html||In onions, Gujarat farmers smell gold||Ahmedabad
2014-01-01 00:00:00||0||282.675318274||Linear||||||||In onions, Gujarat farmers smell gold||Business Standard||business-standard.com||2014-01-10||ab84175e33635ddb29265621619bfea0||http://www.business-standard.com/article/markets/in-onions-gujarat-farmers-smell-gold-114010901010_1.html||In onions, Gujarat farmers smell gold||Ahmedabad
2014-01-02 00:00:00||0||282.675318274||Linear||||||||In onions, Gujarat farmers smell gold||Business Standard||business-standard.com||2014-01-10||ab84175e33635ddb29265621619bfea0||http://www.business-standard.com/article/markets/in-onions-gujarat-farmers-smell-gold-114010901010_1.html||In onions, Gujarat farmers smell gold||Ahmedabad
2014-01-03 00:00:00||0||282.675318274||Linear||||||||In onions, Gujarat farmers smell gold||Business Standard||business-standard.com||2014-01-10||ab84175e33635ddb29265621619bfea0||http://www.business-standard.com/article/markets/in-onions-gujarat-farmers-smell-gold-114010901010_1.html||In onions, Gujarat farmers smell gold||Ahmedabad
2014-01-04 00:00:00||0||282.675318274||Linear||||||||In onions, Gujarat farmers smell gold||Business Standard||business-standard.com||2014-01-10||ab84175e33635ddb29265621619bfea0||http://www.business-standard.com/article/markets/in-onions-gujarat-farmers-smell-gold-114010901010_1.html||In onions, Gujarat farmers smell gold||Ahmedabad
2014-01-05 00:00:00||0||282.675318274||Linear||||||||In onions, Gujarat farmers smell gold||Business Standard||business-standard.com||2014-01-10||ab84175e33635ddb29265621619bfea0||http://www.business-standard.com/article/markets/in-onions-gujarat-farmers-smell-gold-114010901010_1.html||In onions, Gujarat farmers smell gold||Ahmedabad
2014-01-06 00:00:00||0||282.675318274||Linear||||||||In onions, Gujarat farmers smell gold||Business Standard||business-standard.com||2014-01-10||ab84175e33635ddb29265621619bfea0||http://www.business-standard.com/article/markets/in-onions-gujarat-farmers-smell-gold-114010901010_1.html||In onions, Gujarat farmers smell gold||Ahmedabad
2014-01-07 00:00:00||0||282.675318274||Linear||||||||In onions, Gujarat farmers smell gold||Business Standard||business-standard.com||2014-01-10||ab84175e33635ddb29265621619bfea0||http://www.business-standard.com/article/markets/in-onions-gujarat-farmers-smell-gold-114010901010_1.html||In onions, Gujarat farmers smell gold||Ahmedabad
2014-01-08 00:00:00||0||282.675318274||Linear||||||||In onions, Gujarat farmers smell gold||Business Standard||business-standard.com||2014-01-10||ab84175e33635ddb29265621619bfea0||http://www.business-standard.com/article/markets/in-onions-gujarat-farmers-smell-gold-114010901010_1.html||In onions, Gujarat farmers smell gold||Ahmedabad
2014-01-09 00:00:00||0||282.675318274||Linear||||||||In onions, Gujarat farmers smell gold||Business Standard||business-standard.com||2014-01-10||ab84175e33635ddb29265621619bfea0||http://www.business-standard.com/article/markets/in-onions-gujarat-farmers-smell-gold-114010901010_1.html||In onions, Gujarat farmers smell gold||Ahmedabad
2014-01-10 00:00:00||0||282.675318274||Linear||||||||In onions, Gujarat farmers smell gold||Business Standard||business-standard.com||2014-01-10||ab84175e33635ddb29265621619bfea0||http://www.business-standard.com/article/markets/in-onions-gujarat-farmers-smell-gold-114010901010_1.html||In onions, Gujarat farmers smell gold||Ahmedabad
2014-01-11 00:00:00||0||282.675318274||Linear||||||||In onions, Gujarat farmers smell gold||Business Standard||business-standard.com||2014-01-10||ab84175e33635ddb29265621619bfea0||http://www.business-standard.com/article/markets/in-onions-gujarat-farmers-smell-gold-114010901010_1.html||In onions, Gujarat farmers smell gold||Ahmedabad
2014-01-12 00:00:00||0||282.675318274||Linear||||||||In onions, Gujarat farmers smell gold||Business Standard||business-standard.com||2014-01-10||ab84175e33635ddb29265621619bfea0||http://www.business-standard.com/article/markets/in-onions-gujarat-farmers-smell-gold-114010901010_1.html||In onions, Gujarat farmers smell gold||Ahmedabad
2014-01-13 00:00:00||0||282.675318274||Linear||||||||In onions, Gujarat farmers smell gold||Business Standard||business-standard.com||2014-01-10||ab84175e33635ddb29265621619bfea0||http://www.business-standard.com/article/markets/in-onions-gujarat-farmers-smell-gold-114010901010_1.html||In onions, Gujarat farmers smell gold||Ahmedabad
2014-01-14 00:00:00||0||282.675318274||Linear||||||||In onions, Gujarat farmers smell gold||Business Standard||business-standard.com||2014-01-10||ab84175e33635ddb29265621619bfea0||http://www.business-standard.com/article/markets/in-onions-gujarat-farmers-smell-gold-114010901010_1.html||In onions, Gujarat farmers smell gold||Ahmedabad
2014-01-15 00:00:00||0||282.675318274||Linear||||||||In onions, Gujarat farmers smell gold||Business Standard||business-standard.com||2014-01-10||ab84175e33635ddb29265621619bfea0||http://www.business-standard.com/article/markets/in-onions-gujarat-farmers-smell-gold-114010901010_1.html||In onions, Gujarat farmers smell gold||Ahmedabad
2014-01-16 00:00:00||0||282.675318274||Linear||||||||In onions, Gujarat farmers smell gold||Business Standard||business-standard.com||2014-01-10||ab84175e33635ddb29265621619bfea0||http://www.business-standard.com/article/markets/in-onions-gujarat-farmers-smell-gold-114010901010_1.html||In onions, Gujarat farmers smell gold||Ahmedabad
2014-01-17 00:00:00||0||282.675318274||Linear||||||||In onions, Gujarat farmers smell gold||Business Standard||business-standard.com||2014-01-10||ab84175e33635ddb29265621619bfea0||http://www.business-standard.com/article/markets/in-onions-gujarat-farmers-smell-gold-114010901010_1.html||In onions, Gujarat farmers smell gold||Ahmedabad
2014-01-18 00:00:00||0||282.675318274||Linear||||||||In onions, Gujarat farmers smell gold||Business Standard||business-standard.com||2014-01-10||ab84175e33635ddb29265621619bfea0||http://www.business-standard.com/article/markets/in-onions-gujarat-farmers-smell-gold-114010901010_1.html||In onions, Gujarat farmers smell gold||Ahmedabad
2014-01-19 00:00:00||0||282.675318274||Linear||||||||In onions, Gujarat farmers smell gold||Business Standard||business-standard.com||2014-01-10||ab84175e33635ddb29265621619bfea0||http://www.business-standard.com/article/markets/in-onions-gujarat-farmers-smell-gold-114010901010_1.html||In onions, Gujarat farmers smell gold||Ahmedabad
2014-01-20 00:00:00||0||282.675318274||Linear||||||||In onions, Gujarat farmers smell gold||Business Standard||business-standard.com||2014-01-10||ab84175e33635ddb29265621619bfea0||http://www.business-standard.com/article/markets/in-onions-gujarat-farmers-smell-gold-114010901010_1.html||In onions, Gujarat farmers smell gold||Ahmedabad
2014-01-21 00:00:00||0||282.675318274||Linear||||||||In onions, Gujarat farmers smell gold||Business Standard||business-standard.com||2014-01-10||ab84175e33635ddb29265621619bfea0||http://www.business-standard.com/article/markets/in-onions-gujarat-farmers-smell-gold-114010901010_1.html||In onions, Gujarat farmers smell gold||Ahmedabad
2014-01-22 00:00:00||0||282.675318274||Linear||||||||In onions, Gujarat farmers smell gold||Business Standard||business-standard.com||2014-01-10||ab84175e33635ddb29265621619bfea0||http://www.business-standard.com/article/markets/in-onions-gujarat-farmers-smell-gold-114010901010_1.html||In onions, Gujarat farmers smell gold||Ahmedabad
2014-01-23 00:00:00||0||282.675318274||Linear||||||||In onions, Gujarat farmers smell gold||Business Standard||business-standard.com||2014-01-10||ab84175e33635ddb29265621619bfea0||http://www.business-standard.com/article/markets/in-onions-gujarat-farmers-smell-gold-114010901010_1.html||In onions, Gujarat farmers smell gold||Ahmedabad
2014-01-25 00:00:00||0||69.1088318526||Linear||||||||In onions, Gujarat farmers smell gold||Business Standard||business-standard.com||2014-01-10||ab84175e33635ddb29265621619bfea0||http://www.business-standard.com/article/markets/in-onions-gujarat-farmers-smell-gold-114010901010_1.html||In onions, Gujarat farmers smell gold||Ahmedabad
2011-01-07 00:00:00||0||262.239829953||Linear||||||||Vehicles ban, Gujjar stir also caused price rise||The Hindu||thehindu.com||2010-12-25||bb911779863820cee0da43982b33c38a||http://www.thehindu.com/news/national/vehicles-ban-gujjar-stir-also-caused-price-rise/article979259.ece||Vehicles ban, Gujjar stir also caused price rise||Bangalore
